Fundamental Rank,Ticker,Short Name,Sector,Industry,Market Cap,Fundamental Score,Fundamental Grade,Fundamental Percentile,Value Score,Quality Score,Growth Score,Stability Score,Sector Fundamental Rank,Quality Value Signal,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Data Quality,Failed Reason,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw,Technical Data Quality,Price,Daily Return,MA50,MA200,Price vs MA50,Price vs MA200,RSI14,Stoch K,Stoch D,Stoch Bullish Cross,Stoch Bearish Cross,Momentum 3M,Momentum 6M,52W High,52W Drawdown,Volume,Volume 20D Avg,Volume Ratio,Trend State,RSI State,Stochastic State,Drawdown State,Trend Score,Momentum Score,RSI Score,Stochastic Score,Volume Score,Technical Score,Technical Grade,Technical State,Technical Failed Reason,Technical Rank
1,NEM,Newmont Corporation,Basic Materials,Gold,133618712576.0,80.86,A-,100.0,20.95,28.91,16.5,14.5,1,,12.574593,3.8103967,5.1856527,7.643,0.0659778477283687,0.25905,0.15755,0.51569,0.33363998,0.2391183028460648,3.0,Yearly,0.151,0.114,0.15807,8815875072.0,12627999744.0,0.3181818181818182,0.6363636363636364,0.1363636363636363,0.9545454545454546,0.7727272727272727,0.9090909090909092,1.0,1.0,0.9545454545454546,OK,,15.807,9.0,4.0,3.5,7.0,1.5,OK,123.06999969482422,-0.029492925918884527,110.10805938720704,109.07801929473877,0.11772017761238618,0.12827497685191602,51.980195785222485,12.927142477618844,29.482643793196825,False,False,0.23043189136644426,0.128072209350107,135.0089504972229,-0.08843080964950001,6813400.0,8100635.0,0.8410945561675103,STRONG_UPTREND,NEUTRAL,BEARISH,NORMAL,30.0,18.0,15.0,7.0,6.0,84.44,B+,STRONG_UPTREND,,79
2,APA,APA Corporation,Energy,Oil & Gas E&P,15671223296.0,79.71,B+,99.8,30.63,27.58,8.0,13.5,1,,10.175067,2.2340426,1.8281875,3.502,0.1369867502652423,0.26659,0.11598,0.56331,0.19564,-0.0695914204338425,3.0,Yearly,0.092,0.263,0.48854,2146749952.0,4528000000.0,0.6842105263157895,0.9473684210526316,0.7368421052631579,1.0,1.0,0.8421052631578947,1.0,1.0,0.7894736842105263,OK,,48.854,0.0,6.0,2.0,6.0,1.5,OK,45.029998779296875,0.0067068911274472676,38.97343353271484,33.75585263252258,0.15540240357570934,0.3339908569191954,64.6549991684271,74.55136865464425,74.14124259604658,False,False,0.22493061713265217,0.32435348212690984,46.59000015258789,-0.03348360953384466,6895000.0,5182845.0,1.3303504156500918,STRONG_UPTREND,BULLISH,BULLISH,NORMAL,30.0,20.0,15.0,10.0,8.0,92.22,A,STRONG_UPTREND,,5
3,INCY,Incyte Corporation,Healthcare,Biotechnology,24621694976.0,79.69,B+,99.6,21.26,27.63,16.3,14.5,1,,13.670618,3.847884,4.230873,10.361,0.0479522054493345,0.30667,0.16832,0.41899,0.27706,0.1483959547833886,3.0,Yearly,0.377,0.377,0.00603,1180664576.0,1979703040.0,0.4545454545454545,0.6440677966101694,0.3833333333333333,0.8135593220338984,0.65,0.8363636363636363,0.95,0.9833333333333332,0.9333333333333332,OK,,0.603,6.3,6.0,4.0,7.0,1.5,OK,122.19000244140625,0.005927399468737438,121.70520004272461,105.23065006256104,0.003983415651191979,0.16116361885783892,46.462410164222845,9.558857707047409,9.421280086455463,True,False,0.1258638516147772,0.32040200164839105,132.60000610351562,-0.07850681133440296,1456000.0,1297055.0,1.1225429916233314,STRONG_UPTREND,NEUTRAL,OVERSOLD,NORMAL,30.0,18.0,12.0,15.0,6.0,90.0,A,STRONG_UPTREND,,9
4,ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualty,64152592384.0,78.59,B+,99.4,29.7,20.9,13.5,14.5,1,,9.189781,2.0330794,0.9146754,3.968,0.2362901438068875,0.46113998,0.086780004,0.22827,0.18971,0.0983526693314704,3.0,Yearly,0.118,0.612,0.22261,15158625280.0,12469000192.0,0.5714285714285714,0.890625,0.953125,1.0,1.0,0.9365079365079364,0.84375,0.3125,0.359375,OK,,22.261,4.5,6.0,3.0,7.0,1.5,OK,258.4800109863281,0.018801009602433805,257.02570587158203,220.90562042236328,0.0056582088153964705,0.17009250598569658,52.03093909594012,50.558336906651675,26.861036252852745,False,False,0.1711219398881887,0.26557267947718355,276.07103450236866,-0.06371919295245587,1532100.0,1520305.0,1.0077583116545694,STRONG_UPTREND,NEUTRAL,BULLISH,NORMAL,30.0,20.0,15.0,10.0,6.0,90.0,A,STRONG_UPTREND,,9
5,FSLR,"First Solar, Inc.",Technology,Solar,22464409600.0,78.18,B+,99.2,31.34,18.35,14.0,14.5,1,,9.021346,2.176693,4.1770387,8.773,0.0711652266169505,0.18509,0.08619001,0.42641997,0.32465,0.258374947984624,3.0,Yearly,-0.037,0.233,0.0187999999999999,1598684800.0,2155742976.0,0.9324324324324323,0.935897435897436,0.6455696202531646,0.9487179487179488,0.8333333333333334,0.3378378378378378,0.5,0.8607594936708861,0.8607594936708861,OK,,1.88,9.0,5.0,0.0,7.0,1.5,OK,207.0399932861328,-0.009520190904584891,216.5572003173828,229.49685104370118,-0.043947774617060675,-0.09785257468867015,45.617574375274835,41.624755031792354,44.34106246799172,False,False,-0.22546857514840946,0.055949332137139374,320.95001220703125,-0.3549151412632442,1351000.0,1883105.0,0.7174321134509228,STRONG_DOWNTREND,NEUTRAL,BEARISH,DEEP_DRAWDOWN,0.0,6.0,12.0,7.0,4.0,32.22,F,STRONG_DOWNTREND,,445
6,CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,26060572672.0,77.74,B+,99.01,22.92,21.32,19.0,14.5,2,,18.801447,1.5624281,1.8676059,5.738,0.1145360482122869,0.21484,0.06409,0.37202,0.23843001,0.2438798815724228,3.0,Yearly,0.316,0.855,0.05255,2984875008.0,3416999936.0,0.7301587301587301,0.15625,0.765625,0.945945945945946,0.75,0.746031746031746,0.796875,0.59375,0.53125,OK,,5.255,9.0,6.0,4.0,7.0,1.5,OK,172.02000427246094,0.013074211901082489,175.6197994995117,166.3569337463379,-0.020497661637865483,0.03404168614190817,49.69715358501342,59.89520838332933,39.580633549316055,False,False,0.023387718824128934,0.062041742322656024,194.80999755859375,-0.11698574801982731,496300.0,441985.0,1.1228887858185232,UPTREND,NEUTRAL,BULLISH,CORRECTION,22.0,12.0,12.0,10.0,6.0,68.89,B,UPTREND,,205
7,ADBE,Adobe Inc.,Technology,Software - Application,100261421056.0,77.27,B+,98.81,26.85,24.62,13.3,12.5,2,,9.11529,8.46921,3.8606632,10.328,0.0910607027093761,0.61902,0.19731002,0.34822,0.28048,0.1052233993251612,3.0,Yearly,0.129,0.105,0.5748,9129875456.0,10805999616.0,0.4594594594594595,0.9230769230769232,0.6835443037974683,0.9102564102564102,0.9230769230769232,0.8108108108108109,0.8717948717948718,0.759493670886076,0.7721518987341772,OK,,57.48,6.3,4.0,3.0,5.0,1.5,OK,265.6000061035156,0.053007218025008296,253.52579864501953,266.33914993286135,0.04762516289477148,-0.0027751978240226904,50.559427803858945,45.4357028582743,23.039596225587093,False,False,0.30183315626646556,0.06529760268347085,370.8599853515625,-0.28382673624997323,5718700.0,5096400.0,1.122105800172671,DOWNTREND,NEUTRAL,BULLISH,MAJOR_DRAWDOWN,8.0,16.0,15.0,10.0,6.0,61.11,C+,DOWNTREND,,269
8,EIX,Edison International,Utilities,Utilities - Regulated Electric,21549582336.0,76.94,B+,98.61,33.58,27.16,8.7,7.5,1,,8.607757,1.2351397,1.1094878,7.446,0.0038225798864967,0.19734,0.04092,0.26899,0.19281,0.0390477611131692,3.0,Yearly,-0.041,0.551,2.28042,82375000.0,6391000064.0,0.967741935483871,0.935483870967742,0.935483870967742,1.0,0.935483870967742,0.935483870967742,0.967741935483871,0.7741935483870968,0.9032258064516128,OK,,228.042,2.7,6.0,0.0,0.0,1.5,OK,56.130001068115234,0.0023214476449149313,70.75184028625489,67.39770435333251,-0.20666373000308047,-0.16718230084138086,34.09371251137571,15.921055185277144,16.637426235253464,False,False,-0.22143494589729196,-0.19863195812056678,81.62000274658203,-0.312300916695745,3955900.0,6863115.0,0.5764000748931061,DOWNTREND,BEARISH,OVERSOLD,DEEP_DRAWDOWN,10.0,0.0,10.0,7.0,4.0,34.44,F,DOWNTREND,,430
9,VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,27339753472.0,76.39,B+,98.41,28.0,26.24,9.65,12.5,1,,8.304348,0.9372287,6.6721315,12.452,0.009767059248485,0.09849,0.04818,0.70182997,0.67496,0.1549005493277442,3.0,Yearly,0.057,-0.414,0.60277,267028992.0,2638275072.0,0.9642857142857144,1.0,0.6774193548387096,0.967741935483871,0.0967741935483871,0.7142857142857143,0.8709677419354839,1.0,1.0,OK,,60.277,7.65,0.0,2.0,5.0,1.5,OK,25.040000915527344,0.00845755104577317,26.196200103759764,27.223641757965087,-0.04413614125914689,-0.08021119517556297,36.58185155494792,17.35164271449611,8.996729541767039,False,False,-0.10726643504496391,-0.08954500246994435,31.432052764869674,-0.203360941684549,7465600.0,8922040.0,0.8367593061676477,STRONG_DOWNTREND,BEARISH,OVERSOLD,MAJOR_DRAWDOWN,0.0,3.0,10.0,12.0,6.0,34.44,F,STRONG_DOWNTREND,,430
10,BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,134766862336.0,76.35,B+,98.21,17.92,28.72,15.65,14.06,1,,14.051746,-12.225503,4.7720284,12.906,0.0573277070199786,,0.2038,0.34412,0.25527,0.1634869878187224,3.0,Yearly,0.081,1.3,,7725875200.0,9859000320.0,,0.5818181818181818,0.109090909090909,0.4727272727272727,0.6727272727272727,,0.9636363636363636,0.9454545454545454,0.9454545454545454,PARTIAL,,,7.65,6.0,2.0,0.0,1.5,OK,175.35000610351562,0.008222216821674566,193.16097869873047,184.57571479797363,-0.0922079227140089,-0.0499833290883146,32.20245221677526,11.97772697425755,9.945989033733456,False,False,0.06568129393647637,0.038696953345246365,222.9545362694913,-0.2135167597955252,8302500.0,5991450.0,1.385724657637133,DOWNTREND,BEARISH,OVERSOLD,MAJOR_DRAWDOWN,10.0,14.0,10.0,12.0,8.0,60.0,C+,DOWNTREND,,279
