Fundamental Rank,Ticker,Short Name,Sector,Industry,Market Cap,Fundamental Score,Fundamental Grade,Fundamental Percentile,Value Score,Quality Score,Growth Score,Stability Score,Sector Fundamental Rank,Quality Value Signal,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Data Quality,Failed Reason,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw,Technical Data Quality,Price,Daily Return,MA50,MA200,Price vs MA50,Price vs MA200,RSI14,Stoch K,Stoch D,Stoch Bullish Cross,Stoch Bearish Cross,Momentum 3M,Momentum 6M,52W High,52W Drawdown,Volume,Volume 20D Avg,Volume Ratio,Trend State,RSI State,Stochastic State,Drawdown State,Trend Score,Momentum Score,RSI Score,Stochastic Score,Volume Score,Technical Score,Technical Grade,Technical State,Technical Failed Reason,Technical Rank
11,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,19325878272.0,75.55,B+,98.01,24.0,28.55,9.5,13.5,2,,11.949198,3.3678825,2.4972062,6.101,0.0660642654388338,0.29867,0.12934,0.49325,0.27122,-0.1412477014500929,3.0,Yearly,0.176,0.996,0.4050399999999999,1276749952.0,2976999936.0,0.4090909090909091,0.7727272727272727,0.4545454545454545,1.0,0.7272727272727273,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9090909090909092,OK,,40.504,0.0,6.0,3.5,6.0,1.5,OK,127.69999694824219,-0.04573314931263617,124.94877105712891,109.70801067352295,0.022018831140446782,0.16399883804530102,47.70381789609055,6.559541950428349,37.06859560544384,False,False,0.24704127562893552,0.026457543066507716,141.66000366210938,-0.09854585876734068,4627900.0,2703580.0,1.7117673603148418,STRONG_UPTREND,NEUTRAL,BEARISH,NORMAL,30.0,16.0,12.0,7.0,6.0,78.89,B+,STRONG_UPTREND,,102
12,IT,"Gartner, Inc.",Technology,Information Technology Services,11731816448.0,75.53,B+,97.81,31.14,19.83,10.5,14.06,3,,11.356655,-71.50885,1.8150518,9.807,0.0897178223564378,1.13581,0.1017,0.22623,0.11996,0.0586658790595906,3.0,Yearly,-0.006,0.331,,1052553024.0,1382615040.0,,0.8461538461538461,0.8734177215189873,0.9230769230769232,0.9113924050632912,0.9066666666666666,0.5949367088607594,0.4683544303797468,0.3291139240506329,OK,,,4.5,6.0,0.0,0.0,1.5,OK,185.77999877929688,-0.010756146110946663,172.69960052490234,175.48424991607666,0.07574075570897687,0.058670501017293875,51.31537777217371,53.47580097289739,60.51755785641192,False,False,0.4572123452211019,0.16652018829074255,265.8500061035156,-0.3011848993264322,2571800.0,1175045.0,2.1886821355777863,NEUTRAL,NEUTRAL,BEARISH,DEEP_DRAWDOWN,20.0,18.0,15.0,7.0,6.0,73.33,B,UPTREND,,144
13,FICO,Fair Isaac Corporation,Technology,Software - Application,20510842880.0,75.2,B+,97.61,16.4,28.44,16.3,14.06,4,,17.880419,-5.005983,8.569125,20.469,0.0377562983896252,,0.39981,0.53787,0.3405,0.1306838755794808,3.0,Yearly,0.257,0.412,,774413504.0,1001548992.0,,0.4615384615384615,0.3291139240506329,0.4615384615384615,0.5569620253164557,,0.9746835443037974,0.9493670886075948,0.8734177215189873,PARTIAL,,,6.3,6.0,4.0,0.0,1.5,OK,949.6799926757812,-0.017199622609069487,1119.4319946289063,1268.8663458251954,-0.1516411919326981,-0.25155238311709993,36.4484635946665,23.667160683082663,29.310282257249707,False,False,-0.13388296221351081,-0.1468612207447587,1998.010009765625,-0.5246870696172424,823300.0,379715.0,2.168205101194317,STRONG_DOWNTREND,BEARISH,BEARISH,DEEP_CRASH,0.0,3.0,10.0,7.0,6.0,28.89,F,STRONG_DOWNTREND,,449
14,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,76821012480.0,74.5,B,97.42,25.89,25.11,10.0,13.5,2,,9.742999,2.37862,2.8749304,5.45,0.0583011088166277,0.22507,0.11017,0.40717998,0.25733,-0.0851440310887835,3.0,Yearly,0.587,1.094,0.25891,4478750208.0,13358000128.0,0.631578947368421,0.9473684210526316,0.3157894736842105,0.9473684210526316,0.5789473684210527,0.7368421052631579,0.9473684210526316,0.7894736842105263,0.8947368421052632,OK,,25.891,0.0,6.0,4.0,6.0,1.5,OK,144.22999572753906,-0.008524132004940066,144.1388851928711,129.1840277862549,0.0006321023958666405,0.11646925861592505,47.04208987418147,12.818187298631532,18.519407511960313,False,False,0.11786734402319121,0.05480860576328084,154.16000366210938,-0.0644136462031688,8270500.0,3364790.0,2.457954285408599,STRONG_UPTREND,NEUTRAL,OVERSOLD,NORMAL,30.0,14.0,12.0,7.0,6.0,76.67,B+,STRONG_UPTREND,,124
15,MU,"Micron Technology, Inc.",Technology,Semiconductors,1147237564416.0,74.44,B,97.22,17.27,28.17,14.5,14.5,5,,6.489501,11.385978,12.708394,16.528,0.0066590390804444,0.66638,0.3487,0.80370003,0.55906,0.0671348972693626,3.0,Yearly,3.457,13.685,0.0633,7639499776.0,51432001536.0,0.3378378378378378,0.9871794871794872,0.2151898734177215,0.6025641025641025,0.0886075949367088,0.8533333333333334,0.9620253164556962,1.0,0.9746835443037974,OK,,6.33,4.5,6.0,4.0,7.0,1.5,OK,1015.7999877929688,0.039181573189737806,927.257001953125,640.0172520446778,0.09548915311865147,0.5871446973464689,58.27683103012842,80.97279876218302,50.560318255879544,False,False,-0.10408709228046675,1.2877598167028284,1254.8069810301963,-0.19047311407289336,35656400.0,24828615.0,1.4361010471184157,STRONG_UPTREND,BULLISH,BULLISH,CORRECTION,30.0,10.0,15.0,10.0,8.0,81.11,B+,STRONG_UPTREND,,82
16,MAS,Masco Corporation,Industrials,Building Products & Equipment,13420575744.0,74.1,B,97.02,28.98,26.06,5.0,14.06,1,,14.619016,-36.769314,1.7612305,11.016,0.0668469825075188,58.625,0.15857,0.23645,0.11614,-0.0449216892403462,3.0,Yearly,-0.029,0.245,,897124992.0,1291000064.0,,0.8028169014084507,0.7183098591549296,0.8285714285714286,0.9154929577464788,1.0,0.9295774647887324,0.7887323943661971,0.5070422535211268,OK,,,0.0,5.0,0.0,0.0,1.5,OK,68.05999755859375,-0.002491657481687115,73.89011810302735,69.35288375854492,-0.07890257444580717,-0.018642140454496636,37.3281507030421,14.309143863162664,15.165024829371518,False,False,-0.0809563174131166,0.15013034237249734,83.27480500588742,-0.18270601109444806,7228900.0,2247660.0,3.216189281296993,DOWNTREND,BEARISH,OVERSOLD,CORRECTION,10.0,11.0,10.0,7.0,6.0,48.89,C,DOWNTREND,,316
17,NVDA,NVIDIA Corporation,Technology,Semiconductors,5367153557504.0,73.6,B,96.82,10.99,29.11,19.0,14.5,6,,14.173006,23.438786,17.715132,26.498,0.0077899531839449,1.17211,0.53572,0.66236997,0.63663,1.0004509499443963,3.0,Yearly,1.059,1.278,0.16971,41809874944.0,134359998464.0,0.1621621621621621,0.717948717948718,0.1012658227848101,0.3205128205128205,0.1265822784810126,0.9333333333333332,1.0,0.9746835443037974,0.9873417721518988,OK,,16.971,9.0,6.0,4.0,7.0,1.5,OK,222.27000427246094,0.013358292985729214,214.06697814941407,198.02136894226075,0.03831990433069654,0.12245463941455048,54.355444880572534,52.17544040000976,37.44323351977727,False,False,0.05614272900761552,0.24763708714547317,236.00055597235212,-0.05818016675138571,189683500.0,134670195.0,1.4085039380837014,STRONG_UPTREND,NEUTRAL,BULLISH,NORMAL,30.0,16.0,15.0,10.0,8.0,87.78,A,STRONG_UPTREND,,26
18,WDC,Western Digital Corporation,Technology,Computer Hardware,159128338432.0,73.54,B,96.62,11.95,28.09,19.0,14.5,7,,13.901307,21.102556,12.317389,31.735,0.0142573604573235,1.30853,0.20758,0.43608,0.72947,0.2735046294980865,3.0,Yearly,0.438,9.841,0.13436,2268750080.0,3928999936.0,0.1756756756756756,0.7564102564102564,0.240506329113924,0.2564102564102564,0.2278481012658227,0.96,0.8987341772151899,0.8860759493670886,1.0,OK,,13.436,9.0,6.0,4.0,7.0,1.5,OK,441.3599853515625,0.041262628720722505,481.57921508789065,385.66872650146485,-0.08351529400825142,0.14440180139907222,45.7886626721899,38.74617192064946,22.94896446741176,False,False,-0.4083570795303145,0.393420619449254,799.6132774415504,-0.4480331957921687,13506300.0,6208285.0,2.17552834639518,UPTREND,NEUTRAL,BULLISH,DEEP_CRASH,22.0,10.0,12.0,10.0,10.0,71.11,B,UPTREND,,173
19,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,10680742912.0,73.27,B,96.42,25.63,23.34,9.8,14.5,2,,9.42032,4.659024,1.9323657,7.211,0.0815879905714184,0.42558,0.20319,0.15233,0.18361,0.1469097911350663,3.0,Yearly,0.057,0.011,0.20521,871420352.0,1193713024.0,0.5,0.8909090909090909,0.4363636363636363,0.9272727272727272,0.7962962962962963,0.7045454545454546,0.9454545454545454,0.6181818181818182,0.8363636363636363,OK,,20.521,6.3,1.5,2.0,7.0,1.5,OK,78.43000030517578,-0.01605819588506574,92.98280014038086,102.29595001220703,-0.15651066448024775,-0.23330297733373917,33.19319419324614,10.009423278090447,11.861774135011188,False,False,-0.2811841273353003,-0.25240684808495006,122.29000091552734,-0.35865565689747736,6809400.0,3300440.0,2.063179454860564,STRONG_DOWNTREND,BEARISH,OVERSOLD,DEEP_DRAWDOWN,0.0,0.0,10.0,7.0,6.0,25.56,F,STRONG_DOWNTREND,,471
20,MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,9916603392.0,72.77,B,96.22,23.31,26.7,8.7,14.06,1,,9.437384,-41.901066,2.8257906,10.935,0.0938490694052353,,0.17361,0.28771,0.20169,0.0302622369907936,3.0,Yearly,-0.012,0.504,,930664000.0,1207619968.0,,0.8,0.35,0.55,0.8,,1.0,0.8,0.8,PARTIAL,,,2.7,6.0,0.0,0.0,1.5,OK,43.20000076293945,-0.013022611123210903,40.030800323486325,34.896209774017336,0.07916905017743892,0.23795681659114942,59.990660624710614,64.04144381327356,70.60448776991123,False,False,0.2251222620981761,0.3887047984452854,44.935001373291016,-0.038611339875975426,6193500.0,3371005.0,1.8372859132513895,STRONG_UPTREND,BULLISH,BEARISH,NORMAL,30.0,20.0,15.0,7.0,6.0,86.67,A,STRONG_UPTREND,,36
21,UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,10413493248.0,72.36,B,96.02,31.82,17.54,10.5,12.5,2,,7.362268,1.3859127,0.574871,5.808,0.0478530095648456,0.20948,0.08321,0.1114,0.08424,0.0902565649982611,3.0,Yearly,0.083,0.101,0.6873999999999999,498316992.0,1800301952.0,0.9636363636363636,0.9830508474576272,0.85,0.9830508474576272,0.65,0.7090909090909091,0.6666666666666666,0.2833333333333333,0.45,OK,,68.74,4.5,4.0,2.0,5.0,1.5,OK,176.69000244140625,-0.02246195053163902,167.19980346679688,182.90274269104003,0.05675962996268691,-0.03396745263753842,56.26000819862745,62.370833750746705,81.06808075334777,False,False,0.25308288606226226,-0.053830991556956254,245.26184085407095,-0.2795862502453631,1796200.0,721085.0,2.4909684711233764,DOWNTREND,BULLISH,BEARISH,MAJOR_DRAWDOWN,8.0,13.0,15.0,7.0,6.0,54.44,C,DOWNTREND,,283
22,CI,The Cigna Group,Healthcare,Healthcare Plans,72740118528.0,71.66,B,95.83,32.6,12.91,13.65,12.5,3,,8.229224,1.7032229,0.25759473,7.654,0.1097073436982123,0.16758,0.04462,0.03985,0.022720002,0.1514950529756025,3.0,Yearly,0.067,0.102,0.7429000000000001,7980125184.0,10277000192.0,0.8727272727272727,0.9661016949152542,0.9166666666666666,0.9491525423728814,0.9666666666666668,0.6363636363636364,0.35,0.1666666666666666,0.2333333333333333,OK,,74.29,7.65,4.0,2.0,5.0,1.5,OK,275.2799987792969,-0.00260870007501135,281.6540966796875,276.88565780639647,-0.02263094332918436,-0.0057989967404605824,45.000029131815104,15.806459551916783,26.36203789538162,False,False,-0.008814154776135896,0.05232153829480368,308.478541846989,-0.10762026709838124,2329600.0,1504430.0,1.548493449346264,DOWNTREND,NEUTRAL,BEARISH,CORRECTION,10.0,9.0,12.0,7.0,6.0,48.89,C,DOWNTREND,,316
23,HIG,"The Hartford Insurance Group, I",Financial Services,Insurance - Diversified,35725307904.0,71.19,B,95.63,27.89,16.31,12.5,14.5,3,,9.64247,1.8562722,1.2186699,6.526,0.1541624230867258,0.22061001,0.038510002,0.17615,0.1489,0.0870319652978497,3.0,Yearly,0.081,0.361,0.2232999999999999,5507500032.0,5880000000.0,0.6031746031746031,0.84375,0.90625,0.8918918918918919,0.875,0.7619047619047619,0.65625,0.15625,0.25,OK,,22.33,4.5,6.0,2.0,7.0,1.5,OK,131.88999938964844,-0.009388613532599899,138.50944427490234,135.10738822937012,-0.04779056706137785,-0.023813566984653423,35.869070761215696,7.891845703125,8.068132184558625,False,False,0.03289318532289198,0.013220982238624002,145.43204633254254,-0.09311597604787247,4936400.0,1574560.0,3.1350980591403315,DOWNTREND,BEARISH,OVERSOLD,NORMAL,10.0,12.0,10.0,7.0,6.0,50.0,C,DOWNTREND,,308
24,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,11801054208.0,71.05,B,95.43,30.61,20.44,12.5,7.5,4,,10.658317,-15.369054,0.84235203,9.303,0.0883361785842243,0.88475,0.07515,0.16061,0.060489997,0.0552643671356829,3.0,Yearly,0.052,0.558,12.419860000000002,1042460032.0,2193155072.0,,0.8813559322033898,0.8,0.864406779661017,0.9166666666666666,0.9454545454545454,0.6166666666666667,0.4666666666666667,0.35,OK,,1241.986,4.5,6.0,2.0,0.0,1.5,OK,183.86000061035156,0.004205605373654109,200.57620086669922,167.0789999771118,-0.08334089579978166,0.10043752138532414,46.3131942554664,41.37080815908869,57.590416373695405,False,False,-0.11567506434583752,0.227697698679864,247.49000549316406,-0.2571013110449425,2098900.0,742455.0,2.8269726784788305,UPTREND,NEUTRAL,BEARISH,MAJOR_DRAWDOWN,22.0,8.0,12.0,7.0,10.0,65.56,B,UPTREND,,220
25,TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,22218979328.0,71.02,B,95.23,24.58,20.24,11.7,14.5,4,,10.091841,2.0194266,2.9266305,6.952,0.091089352851123,0.19399999,0.10659,0.28688,0.29262,0.0407704351692572,3.0,Yearly,0.107,0.286,0.03702,2023912448.0,1932199936.0,0.5555555555555556,0.765625,0.59375,0.8648648648648649,0.7,0.6349206349206349,0.875,0.421875,0.703125,OK,,3.702,2.7,6.0,3.0,7.0,1.5,OK,104.16000366210938,0.012835544255386244,111.25685821533203,101.29812484741211,-0.06378801870790785,0.028252041377944348,35.77383733703742,30.52666974651031,17.591886423700423,False,False,-0.02038298204545641,0.2254123577397773,120.50095088414261,-0.13560845040753644,2884600.0,1431510.0,2.0150749907440395,UPTREND,BEARISH,BULLISH,CORRECTION,22.0,11.0,10.0,10.0,10.0,70.0,B,UPTREND,,180
26,ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,33039489024.0,70.86,B,95.03,28.89,18.46,9.0,14.5,5,,9.93661,1.4182206,1.7179434,6.034,0.1302116098973238,0.19936001,0.04124,0.26584998,0.24396999,0.2596165530127874,3.0,Yearly,-0.105,-0.071,0.17836,4302125056.0,6099999744.0,0.7777777777777778,0.796875,0.8125,0.918918918918919,0.825,0.6666666666666666,0.671875,0.40625,0.5625,OK,,17.836,9.0,0.0,0.0,7.0,1.5,OK,96.88999938964844,0.001964865019674633,99.42259963989258,96.27629970550537,-0.025473084182240147,0.00637435886111426,44.80808561746721,38.22521553688278,37.59950109493518,False,False,0.0626233720702074,0.051209735428783265,107.08999633789062,-0.09524696327432047,8501300.0,3568450.0,2.382350880634449,UPTREND,BEARISH,BULLISH,NORMAL,22.0,14.0,12.0,10.0,10.0,75.56,B+,UPTREND,,128
27,COF,Capital One Financial Corporati,Financial Services,Credit Services,124190810112.0,70.52,B,94.83,30.54,9.84,16.64,13.5,6,,8.420437,1.2059526,2.581393,,,0.09031,0.01523,0.33629,0.21867001,0.1598069408002154,3.0,Yearly,11.11,,,,31452000256.0,0.873015873015873,0.953125,0.65625,,,0.1587301587301587,0.359375,0.484375,0.421875,PARTIAL,,,7.65,0.0,4.0,0.0,1.5,OK,202.42999267578125,0.0019303078727392897,212.2905416870117,206.03660995483398,-0.046448367095733634,-0.017504739957832527,35.885228485847236,10.32657608138018,10.141282068819214,True,False,0.008012920604629103,0.1351297422951394,256.63852009977984,-0.21122521826778995,8066400.0,3424715.0,2.355349277239128,DOWNTREND,BEARISH,OVERSOLD,MAJOR_DRAWDOWN,10.0,14.0,10.0,15.0,10.0,65.56,B,RECOVERY,,220
